range_0,range_1,range_2,range_3,range_4,range_5,range_6,range_7,range_8,range_9,range_10,range_11,range_12,range_13,range_14,range_15,range_16,range_17,range_18,range_19,range_20,range_21,range_22,range_23,range_24,range_25,range_26,range_27,range_28,range_29,range_30,range_31,range_32,range_33,range_34,range_35,range_36,range_37,range_38,range_39,range_40,range_41,range_42,range_43,range_44,range_45,range_46,range_47,range_48,range_49,range_50,range_51,range_52,range_53,range_54,range_55,range_56,range_57,range_58,range_59,range_60,range_61,range_62
1.4420000314712524,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4500000476837158,1.4539999961853027,1.4539999961853027,1.4539999961853027,1.4539999961853027,1.4539999961853027,1.4539999961853027,1.4559999704360962,1.4579999446868896,1.4579999446868896,1.4600000381469729,1.4600000381469729,1.4600000381469729,12.0,0.6420000195503235,0.6420000195503235,0.6420000195503235,0.6420000195503235,0.6359999775886536,0.6359999775886536,0.6340000033378601,0.6340000033378601,12.0,12.0,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.49399995803833,1.4980000257492063,1.5,1.5,1.5019999742507937,1.5080000162124634,1.5099999904632568,1.5140000581741333,1.5119999647140503,1.5140000581741333,1.5160000324249268
1.4420000314712524,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4520000219345093,1.4539999961853027,1.4559999704360962,1.4559999704360962,1.4579999446868896,1.4559999704360962,1.4539999961853027,1.4539999961853027,1.4600000381469729,0.6420000195503235,0.6420000195503235,0.6420000195503235,0.6420000195503235,0.6359999775886536,0.6359999775886536,0.6320000290870667,0.6320000290870667,0.6340000033378601,12.0,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4880000352859497,1.4900000095367432,1.4919999837875366,1.49399995803833,1.496000051498413,1.4980000257492063,1.4980000257492063,1.5,1.5019999742507937,1.50600004196167
1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4500000476837158,1.4500000476837158,1.4520000219345093,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4539999961853027,1.4539999961853027,1.4559999704360962,1.4559999704360962,0.7580000162124634,0.7580000162124634,0.7580000162124634,0.7580000162124634,0.6359999775886536,0.6359999775886536,0.6320000290870667,0.6320000290870667,0.6320000290870667,0.6320000290870667,0.6340000033378601,12.0,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4880000352859497,1.4900000095367432,1.4919999837875366,1.49399995803833,1.496000051498413,1.4980000257492063,1.4980000257492063,1.5,1.5019999742507937,1.50600004196167
1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4459999799728394,1.4479999542236328,1.4500000476837158,1.4520000219345093,1.4539999961853027,1.4539999961853027,1.4539999961853027,1.4520000219345093,1.4520000219345093,0.7559999823570251,0.7559999823570251,0.7559999823570251,0.6420000195503235,0.6420000195503235,0.6340000033378601,0.6340000033378601,0.6320000290870667,0.6299999952316284,0.6320000290870667,12.0,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4859999418258667,1.4880000352859497,1.4900000095367432,1.4919999837875366,1.49399995803833,1.496000051498413,1.4980000257492063,1.5,1.5,1.5019999742507937,1.50600004196167
1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.440000057220459,1.4420000314712524,1.444000005722046,1.444000005722046,1.444000005722046,1.444000005722046,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4520000219345093,1.4520000219345093,1.4520000219345093,1.4539999961853027,1.4520000219345093,0.75,0.75,12.0,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.6340000033378601,0.6320000290870667,0.6299999952316284,0.6320000290870667,12.0,12.0,1.4819999933242798,1.4819999933242798,1.4819999933242798,1.4819999933242798,1.4859999418258667,1.4859999418258667,1.4880000352859497,1.4900000095367432,1.4919999837875366,1.4919999837875366,1.49399995803833,1.496000051498413,1.5,1.5,1.5019999742507937,1.50600004196167
1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.440000057220459,1.4420000314712524,1.444000005722046,1.444000005722046,1.4420000314712524,1.4420000314712524,1.444000005722046,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4520000219345093,1.4520000219345093,1.4539999961853027,1.4520000219345093,0.7480000257492065,0.7480000257492065,0.7480000257492065,0.7480000257492065,0.7419999837875366,0.6340000033378601,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6320000290870667,0.6320000290870667,12.0,12.0,12.0,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4919999837875366,1.4919999837875366,1.4900000095367432,1.4919999837875366,1.4980000257492063,1.5019999742507937,1.5019999742507937
1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.444000005722046,1.444000005722046,1.4420000314712524,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4459999799728394,1.4479999542236328,1.4520000219345093,1.4500000476837158,0.7440000176429749,0.7440000176429749,0.7440000176429749,0.7400000095367432,0.7400000095367432,0.6380000114440918,0.6380000114440918,0.6380000114440918,0.6320000290870667,0.6299999952316284,0.6299999952316284,0.6320000290870667,12.0,12.0,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4839999675750732,1.4880000352859497,1.4900000095367432,1.4880000352859497,1.4900000095367432,1.496000051498413,1.5
1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.437999963760376,1.4359999895095823,1.437999963760376,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4500000476837158,1.4520000219345093,1.4520000219345093,1.4500000476837158,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7360000014305115,0.7360000014305115,0.6359999775886536,0.6359999775886536,0.6359999775886536,0.6320000290870667,0.6299999952316284,0.6299999952316284,0.6320000290870667,12.0,12.0,1.4739999771118164,1.4739999771118164,1.4739999771118164,1.4739999771118164,1.47599995136261,1.47599995136261,1.47599995136261,1.4800000190734863,1.4819999933242798,1.4839999675750732,1.4859999418258667,1.4900000095367432,1.4919999837875366,1.4919999837875366,1.49399995803833
1.440000057220459,1.4420000314712524,1.4420000314712524,1.440000057220459,1.4420000314712524,1.444000005722046,1.440000057220459,1.4420000314712524,1.4420000314712524,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.440000057220459,1.440000057220459,1.440000057220459,1.444000005722046,1.444000005722046,1.4420000314712524,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4479999542236328,1.4479999542236328,1.4500000476837158,1.4520000219345093,1.4520000219345093,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7360000014305115,0.6380000114440918,0.6320000290870667,0.6320000290870667,0.6320000290870667,0.6299999952316284,0.6299999952316284,0.6320000290870667,0.7379999756813049,0.7379999756813049,0.7379999756813049,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.4819999933242798,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4839999675750732,1.4859999418258667,1.4900000095367432
1.440000057220459,1.440000057220459,1.440000057220459,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.437999963760376,1.437999963760376,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.444000005722046,1.444000005722046,1.4459999799728394,1.4479999542236328,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.4479999542236328,1.4500000476837158,1.4500000476837158,0.7379999756813049,0.7379999756813049,0.7319999933242798,0.7319999933242798,0.7319999933242798,0.7300000190734863,0.6320000290870667,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6320000290870667,0.734000027179718,0.734000027179718,0.734000027179718,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.4780000448226929,1.4780000448226929,1.4800000190734863,1.4839999675750732,1.4819999933242798,1.4819999933242798,1.4839999675750732,1.4859999418258667,1.4859999418258667,1.4900000095367432
1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.440000057220459,1.440000057220459,1.437999963760376,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.440000057220459,1.444000005722046,1.4459999799728394,1.444000005722046,1.444000005722046,1.444000005722046,1.4479999542236328,0.7319999933242798,0.7319999933242798,0.7319999933242798,0.7300000190734863,0.7300000190734863,0.6380000114440918,0.6380000114440918,0.6380000114440918,0.6380000114440918,0.6259999871253967,0.6259999871253967,0.628000020980835,0.7319999933242798,0.7319999933242798,0.7319999933242798,12.0,12.0,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.4800000190734863,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4859999418258667,1.4859999418258667,1.4859999418258667,1.4880000352859497
1.440000057220459,1.440000057220459,1.437999963760376,1.440000057220459,1.437999963760376,1.4359999895095823,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.4359999895095823,1.4359999895095823,1.440000057220459,1.4420000314712524,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.444000005722046,1.4459999799728394,1.4459999799728394,1.4459999799728394,1.444000005722046,1.4459999799728394,1.4479999542236328,0.734000027179718,0.734000027179718,0.7300000190734863,0.7300000190734863,0.7300000190734863,0.7279999852180481,0.6320000290870667,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.628000020980835,0.628000020980835,0.7319999933242798,0.7319999933242798,12.0,12.0,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.47599995136261,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4819999933242798,1.4839999675750732,1.4859999418258667,1.4880000352859497,1.4900000095367432
1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.4359999895095823,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.4359999895095823,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.440000057220459,1.444000005722046,1.4459999799728394,1.4459999799728394,1.444000005722046,1.444000005722046,1.4500000476837158,1.4500000476837158,0.734000027179718,0.7279999852180481,0.7279999852180481,0.7279999852180481,0.7239999771118164,0.7239999771118164,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.6259999871253967,0.628000020980835,0.628000020980835,0.7260000109672546,0.7260000109672546,0.7260000109672546,0.7279999852180481,12.0,1.4739999771118164,1.4739999771118164,1.4739999771118164,1.4739999771118164,1.47599995136261,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4819999933242798,1.4839999675750732,1.4859999418258667,1.4900000095367432
1.437999963760376,1.437999963760376,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.434000015258789,1.434000015258789,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4420000314712524,1.440000057220459,1.437999963760376,1.4420000314712524,1.4459999799728394,1.440000057220459,1.434000015258789,1.437999963760376,0.6600000262260437,0.6579999923706055,0.6819999814033508,0.6819999814033508,0.6819999814033508,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.6299999952316284,0.6299999952316284,0.6259999871253967,0.6259999871253967,0.6259999871253967,0.6259999871253967,0.628000020980835,0.722000002861023,0.722000002861023,12.0,12.0,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.4780000448226929,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4859999418258667,1.4900000095367432
1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.437999963760376,1.437999963760376,1.4359999895095823,1.4359999895095823,1.434000015258789,1.434000015258789,1.437999963760376,1.437999963760376,1.440000057220459,1.440000057220459,1.437999963760376,1.437999963760376,1.440000057220459,1.437999963760376,1.440000057220459,1.440000057220459,1.440000057220459,1.440000057220459,1.4359999895095823,1.4359999895095823,1.4420000314712524,0.6600000262260437,0.6600000262260437,0.656000018119812,0.6539999842643738,0.6520000100135803,0.6499999761581421,0.6460000276565552,0.6439999938011169,0.6499999761581421,12.0,0.6340000033378601,0.6340000033378601,0.6340000033378601,0.6340000033378601,0.628000020980835,0.6259999871253967,0.6259999871253967,0.628000020980835,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.722000002861023,12.0,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.472000002861023,1.47599995136261,1.4800000190734863,1.4819999933242798,1.4819999933242798,1.4859999418258667
